,name,type,promoter.name,info,pleaseNote,priceMin,priceMax,subGenre,city,state,venueName,attractionName,artists,num.artists,latitude,longitude,venueUpcoming,meanPrice,date
162,Tech N9ne,event,PROMOTED BY VENUE,General Admission Standing PIT or Reserved Seating Ticket Options,Balcony only accessible by stairs.,25.0,25.0,French Rap,Fort Smith,Arkansas,Templelive Fort Smith,Tech N9ne,"['Tech N9ne', 'Maez301', 'King ISO', 'Jelly Roll']",4,35.386012,-94.418547,5,25.0,2020-04-03
163,Kevin Gates - I'm Him Part 2 Tour,event,LIVE NATION MUSIC,This is an all ages show - everyone is welcome *Doors: 7:00pm *Show: 8:00pm *All schedules and support bands are subject to change without notice or refund Box Office: Bogart's Box Office is open Monday-Friday 12pm-5pm & 2 hours prior to door time for weekend shows. Premium Seating: Dont just see a show get the ultimate concert experience! Exclusive Premium Seating packages available. For more information contact Mindy Goff at 502-883-5804 or email bogartspremiumseating@livenation.com Admission Type: All ages are welcome General Admission standing room only PSS Seating available Accessible Seating: Limited ADA Seating is available and is first-come first-serve Ask a staff member to escort you when you arrive. Parking: For more details on parking please check out the FAQ section,,46.5,46.5,French Rap,Cincinnati,Ohio,Bogart's presented by Cricket Wireless,Kevin Gates,['Kevin Gates'],1,39.129949,-84.508882,38,46.5,2020-06-06
164,"FEED THE STREETZ TOUR 2020 Starring Rick Ross, Jeezy, TI, Yo Gotti",event,PROMOTED BY VENUE,Performers subject to change.,"-Performers subject to change -No refunds, no exchanges -Doors open one hour before the show -When facing the stage, seats are numbered right to left -Sections that begin with a letter are chairs on the floor that are not inclined -Sections that begin with a number are arena seats that incline as the rows increase -Row A5 in sections 1, 2, and 5 are the first row of sections 101, 102, and 105, respectively -Row A4 in sections 7, 8, 10, 13, 14, 15, and 16 are the first row of sections 107, 108, 110, 113, 114, 115, and 116, respectively. -To buy disabled seats, click on the ADA logo next to 'Find Tickets' and fill out the form -For ADA purchases, call 1-800-745-3000.",55.0,295.0,French Rap,Oakland,California,Oakland Arena,Rick Ross,"['Rick Ross', 'Jeezy', 'T.I.', 'Yo Gotti', 'DJ Drama']",5,37.7515541,-122.2015715,20,175.0,2020-05-24
165,NF - The Search Tour,event,LIVE NATION MUSIC,All ages welcome Doors: 6:30pm Show: 7:30pm,"This is a general admission, standing only event. All ages welcome Doors: 6:30pm Show: 7:30pm",49.5,55.0,French Rap,Indianapolis,Indiana,Old National Centre,NF,['NF'],1,39.77464676,-86.15145874,96,52.25,2020-04-14
166,"Marc E. Bassy, Gianni & Kyle, Jez Dior",event,,"Marc E. Bassy has stepped into his own power as an artist. The singer-songwriter has mastered orchestrating heartbreak records for the masses. These days hes pumping out more empowering notes in his music and has become the founder of his own independent label, New Gold Medal Records. Not on the e-mail list for Presales? CLICK HERE to sign up to be a Music Box VIP and you will never miss a chance to grab tickets before they go on sale to the general public again!Genre: hip hop / soul / reggaeTicket Price: $25 advanced & day of showPARKING: Street parking and paid lot parking available.TABLE RESERVATION / VIP: vip@musicboxsd.com / (619) 836-1847STALK US: Twitter + Instagram: @musicboxsd | facebook.com/MusicBoxSD | MusicBoxSD.com | The Music Box (619) 795-1337.BOX OFFICE HOURS Monday - Friday 11:00am - 4:00pmMUSIC BOX IS STANDING ROOM ONLY UNLESS OTHERWISE NOTEDNo persons under the age of eighteen (18) years shall be permitted at any time into the designated entertainment area(s) whenever entertainment is provided unless such person is accompanied by their parent, spouse, or legal guardian or an adult twenty-five (25) years or older who has written authorization from the parent, spouse, or legal guardian. Intent of this condition is to allow sale and service of food to minors in a bona fide public eating place with reasonable conditions placed to prevent curfew violations, protect the minors from alcohol and other criminal activity.",,25.0,25.0,Reggaeton,San Diego,California,The Music Box,Gianni & Kyle,['Gianni & Kyle'],1,32.719381,-117.16813,48,25.0,2020-03-17
167,"Jade Novah, Jared Brady, Ami",event,,,"This event is 17 and over. Any Ticket holder unable to present valid identification indicating that they are at least 17 years of age will not be admitted to this event, and will not be eligible for a refund.",20.0,20.0,Pop-Soul,Chicago,Illinois,Bottom Lounge,Jade Novah,['Jade Novah'],1,41.88527555,-87.66173387,56,20.0,2020-04-09
168,"Jade Novah, Jared Brady, Ami",event,,Jade Novah VIP Meet & Greet Package Includes: One (1) General Admission Ticket Exclusive Meet & Greet with Jade Novah Photo Opp w/ Jade Novah Autographed 8x10 photo Exclusive Jade Novah Tote Bag Official meet & greet laminate VIP early entry into the venue Limited availability* Please contact customerservice@soundrink.com for info concerning your VIP Package.,"This event is 17 and over. Any Ticket holder unable to present valid identification indicating that they are at least 17 years of age will not be admitted to this event, and will not be eligible for a refund.",20.0,75.0,R&B,Chicago,Illinois,Bottom Lounge,Jade Novah,['Jade Novah'],1,41.88527555,-87.66173387,56,47.5,2020-04-09
169,Tech N9ne,event,LIVE NATION MUSIC,This is an all ages event. Doors to the public open at 7pm. There is an overall 8 ticket limit for this event.,This is an all ages event. Doors to the public open at 7pm. There is an overall 8 ticket limit for this event.,20.0,55.0,French Rap,Detroit,Michigan,The Fillmore Detroit presented by Cricket Wireless,Tech N9ne,"['Tech N9ne', 'Jelly Roll', 'Krizz Kaliko', 'King ISO', 'Maez301']",5,42.4605914,-83.2129839,36,37.5,2020-05-14
170,Big Boi Presents Kryptonite Festival,event,LIVE NATION MUSIC,,,21.5,141.5,French Rap,Atlanta,Georgia,Cadence Bank Amphitheatre at Chastain Park,Big Boi,"['Big Boi', 'Goodie Mob', 'Earth Gang']",3,33.8768817,-84.3972168,18,81.5,2020-04-18
171,Tech N9ne,event,LIVE NATION MUSIC,"Doors 6pm. Lineup: Tech N9ne Jelly Roll King ISO Maez301 Note: Tickets purchased from unofficial third party outlets cannot be verified by our box office. If you sell your tickets on a third party site we are not liable for any scan issue you may have. If you have an issue with a third party ticket purchase, you must contact the third party outlet directly. There is a special seating area for those with mobility limitations. We are able to accommodate up to two people per party. ADA seating is limited, so we recommend making a reservation as soon as you purchase your General Admission ticket.",,39.5,45.0,French Rap,Sacramento,California,Ace of Spades,Tech N9ne,"['Tech N9ne', 'Jelly Roll', 'King ISO', 'Maez301']",4,38.569993,-121.49087928,51,42.25,2020-04-16
172,G Herbo - PTSD Tour,event,LIVE NATION MUSIC,"Doors open one hour prior to the event. The Mercury Ballroom is an all-ages, standing room only venue, all tickets are General Admission unless otherwise stated. All support acts are subject to change without notice.","Event has been rescheduled from Feb.24, 2020 to April 5, 2020. Original ticket will be honored; refunds are available upon request. The Mercury Ballroom is an all-ages, standing room only venue, all tickets are General Admission unless otherwise stated. All sales are final. No refunds or exchanges. Everyone, regardless of age including babes in arms, must purchase a ticket. Dates, times, prices and Artist are subject to change without notice. Doors open one hour prior to the event. Personal cameras are allowed at the discretion of the artist. No Professional Cameras, Flash Photography, Audio or Video Recording of any kind is permitted.",29.5,29.5,French Rap,Louisville,Kentucky,Mercury Ballroom,G Herbo,"['G Herbo', 'King Von', 'Lil Loaded', 'Shaun Sloan', 'Pretty Savage']",5,38.24851446,-85.75788997,23,29.5,2020-04-05
173,Die Antwoord - House Of Zef North American Tour 2020,event,HOUSE OF BLUES CONCERTS (HOB),"Door Time: 7:00pm Show Time: 8:00pm All Ages *All support acts are subject to change without notice.* Lighters are not allowed in the venue and there is absolutely NO SMOKING OR VAPING allowed at the venue per the city of Boston Ordinances. Any smoking or vaping will result in IMMEDIATE EJECTION from the event. All bags larger than 10 in x 9 in, backpacks, professional cameras (i.e detachable lenses), video equipment, luggage, and like articles are strictly prohibited. Any medication must be accompanied with proof of prescription. Click here for more information & other prohibited items. http://www.houseofblues.com/support/safety","This show has been rescheduled to now take place on Friday, April 24th, 2020. Original tickets will be honored for the new show date and refunds are available if you are not able to attend the new date at original point of purchase.",49.5,65.0,French Rap,Boston,Massachusetts,House of Blues Boston presented by Cricket Wireless,Die Antwoord,['Die Antwoord'],1,42.3471841,-71.0957036,59,57.25,2020-04-24
174,Tech N9ne's Enterfear Tour 2020,event,PROMO WEST,"In order to ensure the safety of our patrons and to increase the efficiency of our entry procedure, Stage AE will be implementing a new bag policy to mirror the bag policy of the NFL, effective September 15th, 2017. Only bags within 4.5 x 6.5 x 3 inches will be allowed into the venue for events. We will also allow one gallon or smaller clear plastic bags sized at or under 12 x12 x6 (inches). e.g., Ziploc, NFL branded entry bags. Large bags such as (but not limited to) backpacks, purses, drawstring bags, totes and carry alls will not be allowed into the venue. As before, the contents of any bag allowed onto the premises will be inspected for prohibited items. Any prohibited items or bags must be taken back to your vehicle or disposed of. Stage AE or any affiliate of will not be responsible for securing your personal items. Anything placed outside of our gates or fence will be discarded or removed by authorities.",,29.5,29.5,French Rap,Pittsburgh,Pennsylvania,STAGE AE,Tech N9ne,"['Tech N9ne', 'Jelly Roll', 'Krizz Kaliko', 'King ISO', 'Maez301']",5,40.445954,-80.0111627,35,29.5,2020-05-17
175,Tech N9ne's Enterfear Tour 2020,event,PROMO WEST,This event is now at Newport Music Hall (previously at Express Live!) All original tickets will be honored.,All tickets are general admission - standing room. This event is now at Newport Music Hall (previously at Express Live!) All original tickets will be honored.,30.0,85.0,French Rap,Columbus,Ohio,Newport Music Hall,Tech N9ne,"['Tech N9ne', 'Jelly Roll', 'Krizz Kaliko', 'King ISO', 'Maez301']",5,39.99747,-83.0074141,26,57.5,2020-05-13
176,Doja Cat - Hot Pink Tour,event,PROMOTED BY VENUE,"This event is All Ages. Doors 7pm / Show 8pm All items brought onto the property are subject to inspection. Lighters are not allowed & there is absolutely NO SMOKING OR VAPING allowed at the venue per the city of Boston Ordinances. All bags larger than 10 in x 9 in, backpacks, professional cameras (i.e detachable lenses), video equipment, luggage, & like articles are strictly prohibited. Any medication must be accompanied with proof of prescription. Guests are prohibited from bringing weapons. Weapons include, but are not limited to, the following: firearms, explosives, stun guns, handcuffs, brass knuckles, sticks, clubs, batons, & knives. Patrons with prohibited articles will be turned away at the entrances and no storage or check area will be provided. Violation of the above will result in IMMEDIATE EJECTION.",This event is All Ages. Support acts are subject to change without notice.,35.0,35.0,French Rap,Boston,Massachusetts,Big Night Live,Doja Cat,"['Doja Cat', 'Ashnikko']",2,42.365977,-71.0617,62,35.0,2020-03-31
178,Lil Mosey - Certified Hitmaker North American Tour 2020,event,BOWERY PRESENTS,,16 AND OVER WITH ID,25.0,25.0,French Rap,New York,New York,Webster Hall,Lil Mosey,"['Lil Mosey', 'Bankrol Hayden']",2,40.73170187,-73.98923951,82,25.0,2020-03-28
179,Tech N9ne Enterfear Tour 2020,event,PROMOTED BY VENUE,Doors 7:00PM | Show 8:00PM | Ages 7+,Doors 7:00PM | Show 8:00PM | Ages 7+,37.0,45.0,French Rap,Tucson,Arizona,Rialto Theatre-Tucson,Tech N9ne,"['Tech N9ne', 'Jelly Roll', 'Krizz Kaliko', 'King ISO', 'Maez301']",5,32.22193527,-110.96641541,41,41.0,2020-04-09
180,Vengeance 2020: Xavier Wulf / Attila,event,HOUSE OF BLUES CONCERTS (HOB),"Tickets purchased from unofficial third party outlets cannot be verified by our box office. If you sell your tickets on a third party site we are not liable for any scan issue you may have. If you have an issue with a third party ticket purchase, you must contact the third party outlet directly. There is a special seating area for those with mobility limitations. We are able to accommodate up to two people per party. ADA seating is limited, so we recommend making a reservation as soon as you purchase your General Admission ticket.","XAVIER WULF ATTILA VOLUMES OMENXIII IDONTKNOWJEFFERY, DEAD CROWN Smack'd Up",25.0,25.0,French Rap,Sacramento,California,Ace of Spades,Xavier Wulf,"['Xavier Wulf', 'Attila', 'Volumes', 'OmenXIII', 'Idontknowjeffery', 'Dead Crown', 'Lucrecia', ""Smack'd Up""]",8,38.569993,-121.49087928,51,25.0,2020-04-05
181,Lil Mosey - Certified Hitmaker North American Tour 2020,event,LIVE NATION MUSIC,Doors are at 6:30PM. The show is at 7:30PM. This is an All Ages Show.,,25.0,45.5,French Rap,Minneapolis,Minnesota,Varsity Theater,Lil Mosey,"['Lil Mosey', 'Bankrol Hayden']",2,44.980837,-93.237034,45,35.25,2020-03-20
182,Snoop Dogg,event,LIVE NATION MUSIC,,,51.38,106.42,French Rap,Reno,Nevada,Reno Events Center,Snoop Dogg,['Snoop Dogg'],1,39.5301745,-119.8128935,6,78.9,2020-06-05
183,K97.5 & MoneybaggRuntzs Presents Moneybagg Yo,event,LIVE NATION MUSIC,The Ritz Is A General Admission Standing Room Only Venue! Doors Open At 7:00pm and Show Begins At 8:00pm!,The Ritz Is A General Admission Standing Room Only Venue! Doors Open At 7:00pm and Show Begins At 8:00pm!,47.5,47.5,French Rap,Raleigh,North Carolina,The Ritz,Moneybagg Yo,['Moneybagg Yo'],1,35.815896,-78.619991,30,47.5,2020-04-01
184,Moneybagg Yo: Time Served Tour - Presented By Move Forward Music,event,PROMOTED BY VENUE,,Doors @ 7:30pm / Show @ 9pm,37.5,37.5,French Rap,New York,New York,Sony Hall,Moneybagg Yo,['Moneybagg Yo'],1,40.759631,-73.987302,93,37.5,2020-04-06
185,Lil Mosey - Certified Hitmaker North American Tour 2020,event,LIVE NATION MUSIC,,Doors open at 7pm,25.0,45.0,French Rap,Huntington,New York,The Paramount,Lil Mosey,"['Lil Mosey', 'Bankrol Hayden']",2,40.86969685,-73.42591099,65,35.0,2020-04-04
186,Tech N9ne,event,LIVE NATION MUSIC,Egyptian Room at Old National Centre Doors: 7:00 PM Show: 8:00 PM,"Egyptian Room at Old National Centre This is a general admission, standing only event. Doors: 7:00 PM Show: 8:00 PM",27.5,35.0,French Rap,Indianapolis,Indiana,Old National Centre,Tech N9ne,"['Tech N9ne', 'Jelly Roll', 'Drayco McCoy']",3,39.77464676,-86.15145874,96,31.25,2020-05-10
187,Kash Doll,event,LIVE NATION MUSIC,This is an All Ages event. Doors open at 7:00 PM,Doors open at 7:00 PM. This is an All Ages event.,20.0,20.0,French Rap,Philadelphia,Pennsylvania,The Foundry,Kash Doll,"['Kash Doll', 'Rubi Rose', 'Jucee Froot']",3,39.96477,-75.134457,59,20.0,2020-03-24
188,Kash Doll,event,MASQUERADE,"Thursday, March 26th in Hell at The Masquerade - Kash Doll. $20 ADV / 7:00 PM Door",,20.0,20.0,French Rap,Atlanta,Georgia,The Masquerade - Hell,Kash Doll,"['Kash Doll', 'Rubi Rose', 'Jucee Froot']",3,33.75184,-84.389887,50,20.0,2020-03-26
189,HerStory In the Making Tour,event,,Meet & Greet Package [SOLD OUT] - One general admission ticket- VIP early entry into the venue- Exclusive meet & greet with Young M.A- Personal photograph with Young M.A- Phone pop socket with Young M.A token logo- Cinch bag with Young M.A token logo- Exclusive double sided Young M.A photo poster- Official meet & greet laminate- Limited availability Follow Rolling Loud:http://www.twitter.com/RollingLoudhttp://www.Instagram.com/RollingLoudhttp://www.facebook.com/RollingLoudFesthttp://www.YouTube.com/RollingLoud,,20.0,20.0,Hip-Hop/Rap,Orlando,Florida,Celine Orlando,Young M.A.,['Young M.A.'],1,28.54173,-81.377769,5,20.0,2020-03-24
